Korealook,,1300,1159654,0
Chinalele,,1538,1149469,0
Koreagold,,1261,1119442,3
Nemo,,1040,1099457,2
Yujigo,,1360,1079516,1
Never,,1151,1079498,0
Outlaw,,1047,1079441,0
Gamma,,1118,1069427,0
Chinaoa,,1328,1059677,1
Itevel,,956,1059538,0
Kavrardi,,1099,1059504,2
Dithin,,975,1059475,1
Chinamouse,,1044,1049575,0
Koreain,,933,1049497,0
Kale,,1048,1049454,1
Koreanjob,,1094,1049446,2
Zosodre,,937,1039474,4
Delay,,948,1039415,0
Icidre,,1138,1029638,0
Cereblon,,1027,1029565,0
Chinaooo,,1176,1029533,2
Koreabros,,1047,1029513,0
Ansolution,,924,1019514,0
Sanctum,,1078,1019453,0
Akira,,782,1009526,0
Ozuz,,1075,1009401,0
Uffda,,884,999493,1
Koreakang,,737,999485,2
Koreasuk,,873,999480,1
Koreatiger,,877,999447,0
Qmage,,682,999438,0
Nikoo,,731,999432,0
Mira,,1046,999412,1
Gurek,,713,989466,2
Motul,,831,989438,0
Koreajelly,,592,979578,0
Koreasiba,,845,979549,1
Eidara,,868,979455,0
Kilandra,,581,969606,2
Chinagan,,820,969517,1
Blue,,881,969467,1
Amen,,518,969439,4
Edrig,,655,969426,1
Adneha,,718,969424,0
Camtasia,,439,949553,0
Bagodonuts,,844,949528,0
Sapphyre,,750,949526,0
Koreamina,,1016,949484,0
Edredam,,934,949476,1
Drazen,,785,949470,2
Sloth,,696,949462,0
Boneone,,720,949445,5
Ludvik,,922,949422,0
Athena,,611,949417,0
Amotio,,571,939612,2
Ghostbird,,762,939569,2
Garlic,,886,939564,0
Cali,,824,939516,1
Caic,,590,939468,2
Getaway,,598,939438,0
Juicewrld,,792,939427,0
Vardoga,,765,939408,1
Morrigan,,771,929668,0
Pondexp,,754,929659,0
Koreavisil,,809,929587,1
Brian,,607,929447,2
Shachun,,459,929406,1
Immy,,664,919586,0
Squall,,745,919551,0
Aryn,,577,919493,1
Aboow,,620,919481,2
Alandra,,586,919471,2
Quistis,,686,919456,0
Emem,,844,919432,3
Vakre,,674,909653,0
Diablo,,785,909620,0
Rioo,,563,909610,0
Schy,,551,909575,0
Koreamin,,659,909548,0
Arbutus,,753,909545,1
Level,,937,909530,0
Koreaping,,705,909527,1
Koreadream,,727,909526,0
Devotion,,412,909507,0
Orel,,552,909506,5
Koreaqqq,,559,909462,2
Misume,,702,909449,3
Sergius,,454,909430,1
Ethan,,679,909411,0
Taco,,468,899590,0
Test,,609,899521,0
Adubra,,564,899508,0
Geum,,638,899508,1
Irtajel,,771,899502,1
Koreajisoo,,596,899487,0
Grunda,,636,899466,0
Koreaomei,,513,899447,0
Nivre,,437,899441,0
Zuvoja,,654,899425,0
Runa,,536,899402,3
Terana,,544,899400,1
Diehappy,,590,889591,0
Saynoptw,,643,889569,0
Korealove,,729,889548,0
Chinamy,,781,889547,0
Maya,,508,889546,1
Valkyr,,522,889540,0
Alina,,624,889535,0
Jaferd,,806,889458,3
Leaf,,372,889442,1
Hudi,,443,889415,0
Bucket,,582,889406,0
Grantina,,704,879584,1
Golun,,616,879563,0
Kazar,,397,879533,0
Radious,,365,879518,1
Jujice,,519,879483,1
Mograke,,395,879476,1
Tespiezzo,,422,879475,0
Ithus,,339,879466,1
Oten,,746,869606,0
Kelthuzad,,678,869450,1
Saynoptw,,554,869441,2
Logar,,794,869438,1
Ekrak,,479,869417,1
Lumi,,465,869416,2
Evoshi,,395,859565,0
Hire,,646,859479,0
Osid,,732,859477,0
Oooo,,389,859471,0
Korean,,671,859445,0
Orcok,,414,859421,1
Peacedog,,499,859415,2
Ezan,,515,859400,3
Supertech,,394,849598,0
Asidra,,754,849580,0
Eledyss,,504,849562,0
Ashad,,465,849558,1
Manwe,,455,849554,0
Miggida,,341,849549,1
Hikri,,477,849545,0
Romot,,563,849543,1
Tase,,516,849530,1
Korbaby,,535,849529,0
Dexterusu,,462,849515,2
Ranna,,448,849501,0
Windmage,,441,849500,1
Bavaria,,763,849499,1
Chinawei,,434,849497,5
Corea,,607,849495,1
Xiaov,,702,849493,1
Emobes,,293,849492,1
Jlomax,,562,849481,0
Livi,,536,849456,1
Hirkoje,,380,849439,0
Varys,,388,849433,1
Chinasky,,557,849420,3
Kazak,,410,849418,2
Psinge,,322,849412,0
Josy,,573,839635,0
Yurate,,519,839627,0
Lefraga,,542,839624,1
Enol,,396,839591,3
Skade,,565,839579,2
Sphirix,,580,839548,0
Nano,,512,839509,1
Flashover,,358,839504,0
Vannom,,567,839493,0
Aqua,,797,839488,2
Ejus,,327,839484,0
Mobileph,,625,839462,1
Maga,,379,839454,1
Miyazoe,,434,839447,1
Eismeer,,362,839440,2
Xoryn,,823,839423,3
Rustedy,,605,839411,0
Falklanarg,,771,839406,0
Goro,,538,839402,1
Anriza,,583,829659,0
Letherzed,,770,829654,2
Kickazz,,427,829639,0
Korra,,521,829588,0
Gandalf,,662,829545,3
Evrugum,,339,829527,1
Hebra,,597,829526,0
Ellet,,364,829464,2
Athinraz,,315,829455,1
Koreamage,,361,829445,3
Etez,,359,829429,0
Poppykins,,586,819656,0
Zmsk,,665,819606,1
Gelove,,410,819605,0
Udoserd,,477,819594,1
Zorander,,544,819590,2
Ojet,,627,819588,0
Koreasens,,668,819550,0
Jekrobri,,682,819541,0
Mathon,,156,819537,1
Earthmind,,796,819527,0
Barbatos,,586,819512,0
Nurca,,531,819504,0
Ibog,,510,819476,0
Daenerys,,457,819468,2
Ercathi,,292,819462,1
Fkkkkkl,,537,819446,0
Blackachuz,,322,819444,2
Robert,,598,819432,1
Darra,,392,819420,2
Gundula,,364,819403,3
Koreamagic,,671,809675,0
Dagol,,562,809668,0
Saynoptw,,622,809662,0
Sunrin,,762,809648,1
Synn,,415,809556,1
Like,,287,809540,0
Grit,,501,809523,1
Orkuje,,348,809516,1
Nugogra,,485,809481,0
Sima,,367,809478,1
Jambamjam,,575,809476,0
Athudra,,442,809469,2
Ebiji,,627,809422,5
Saeta,,628,809421,5
Rasputin,,475,809421,2
Sonoia,,417,809414,0
Koreacuins,,797,799697,0
Socok,,656,799594,0
Noodle,,656,799592,0
Kinnem,,531,799584,1
Arcal,,305,799579,1
Sese,,335,799566,2
Ednisal,,662,799565,1
Ovadra,,395,799565,0
Issa,,291,799537,2
Mubul,,424,799533,0
Hecate,,661,799529,1
Nosgoth,,337,799523,0
Vanhels,,475,799520,0
Sherlock,,322,799518,1
Topuuuu,,593,799515,0
Irtegrus,,277,799513,0
Ezome,,497,799510,1
Zerta,,411,799508,2
Arcke,,464,799505,0
Orin,,362,799501,1
Iring,,494,799498,1
Numi,,357,799481,2
Panties,,340,799477,0
Saynoptw,,474,799470,0
Ejugit,,243,799461,1
Roundtwo,,269,799456,1
Roscoe,,220,799454,0
Take,,294,799453,0
Arrigo,,484,799453,1
Pablodex,,651,799420,2
Odin,,363,799418,4
Stefan,,387,799405,2
Rudamant,,341,789648,1
Koreadark,,680,789632,0
Irzul,,440,789630,1
Tali,,260,789625,1
Itzitoo,,775,789624,0
Jainire,,601,789612,1
Koreajuju,,376,789594,0
Kratzke,,431,789580,2
Mikello,,336,789576,0
Garbage,,601,789565,1
Docholiday,,544,789562,0
Sophia,,333,789557,0
Alisa,,418,789555,0
Lithium,,613,789544,0
Giga,,599,789537,1
Puni,,306,789529,1
Mengba,,274,789513,1
Corathia,,592,789507,2
Tsolan,,235,789498,1
Lordelric,,549,789476,0
Cmptrwhz,,394,789456,0
Dystopia,,456,789453,1
Gona,,336,789447,1
Silvermage,,354,789445,1
Ikrike,,229,789441,1
Qqqq,,471,789438,1
Lecos,,367,789432,0
Linn,,592,789432,1
Nethite,,476,789431,0
Cathi,,422,789428,2
Pooky,,478,789410,1
Hanjuh,,673,779627,1
Etidni,,697,779598,1
Cannabis,,255,779587,1
Minrirde,,485,779586,0
Abel,,355,779585,0
Madafaka,,583,779571,1
Sebora,,353,779567,0
Saga,,320,779558,2
